  0.0000000E+00 -0.2027001    
  5.0999641E-02 -0.2083838    
  5.0999641E-02 -0.2083838    
  5.5000305E-02 -0.2079069    
  6.9999695E-02 -0.2058536    
  8.5000038E-02 -0.2028109    
  0.1009998     -0.1985387    
  0.1250000     -0.1905391    
  0.1330004     -0.1870943    
  0.1549997     -0.1769470    
  0.1630001     -0.1725993    
  0.1850004     -0.1600195    
  0.1949997     -0.1535492    
  0.2139997     -0.1406390    
  0.2259998     -0.1318025    
  0.2430000     -0.1187202    
  0.2580004     -0.1065405    
  0.2919998     -7.7801764E-02
  0.2919998     -7.7801764E-02
  0.3059998     -6.5054908E-02
  0.3210001     -5.1113404E-02
  0.3400002     -3.3164747E-02
  0.3520002     -2.1677144E-02
  0.3680000     -6.3011637E-03
  0.3850002      1.0040601E-02
  0.3979998      2.2464685E-02
  0.4300003      5.2778922E-02
  0.4300003      5.2778922E-02
  0.4449997      6.6532686E-02
  0.4709997      8.9767456E-02
  0.4770002      9.4837382E-02
  0.4919996      0.1073203    
  0.5120001      0.1232485    
  0.5249996      0.1329091    
  0.5570002      0.1554947    
  0.5570002      0.1554947    
  0.5699997      0.1633939    
  0.5860004      0.1724041    
  0.6040001      0.1815046    
  0.6169996      0.1871891    
  0.6510000      0.2003373    
  0.6510000      0.2003373    
  0.6639996      0.2035786    
  0.6969995      0.2100151    
  0.6969995      0.2100151    
  0.7110004      0.2108165    
  0.7379999      0.2107477    
  0.7419996      0.2102796    
  0.7580004      0.2081386    
  0.7819996      0.2033360    
  0.7889996      0.2012486    
  0.8079996      0.1950596    
  0.8269997      0.1874748    
  0.8360004      0.1832408    
  0.8680000      0.1671555    
  0.8680000      0.1671555    
  0.8830004      0.1579920    
  0.9110003      0.1396019    
  0.9139996      0.1373962    
  0.9300003      0.1255077    
  0.9510002      0.1091413    
  0.9610004      0.1009153    
  0.9770002      8.7475210E-02
  0.9960003      7.1080074E-02
   1.008000      6.0459092E-02
   1.023000      4.7030665E-02
   1.040000      3.1671025E-02
   1.056000      1.7164577E-02
   1.080000     -4.5502000E-03
   1.086000     -9.9403327E-03
   1.101000     -2.3359463E-02
   1.123000     -4.2744100E-02
   1.132000     -5.0439913E-02
   1.165000     -7.8233644E-02
   1.166000     -7.9018191E-02
   1.180000     -8.9969687E-02
   1.209000     -0.1117403    
   1.211000     -0.1130981    
   1.227000     -0.1238694    
   1.249000     -0.1376489    
   1.258000     -0.1426666    
   1.274000     -0.1511087    
   1.291000     -0.1591035    
   1.306000     -0.1652170    
   1.329000     -0.1732579    
   1.336000     -0.1750678    
   1.351000     -0.1785201    
   1.368000     -0.1813723    
   1.382000     -0.1827303    
   1.409000     -0.1837614    
   1.414000     -0.1833791    
   1.429000     -0.1819228    
   1.448000     -0.1789165    
   1.461000     -0.1758783    
   1.489000     -0.1679126    
   1.492000     -0.1667430    
   1.508000     -0.1603281    
   1.546000     -0.1429666    
   1.546000     -0.1429666    
   1.555000     -0.1377162    
   1.572000     -0.1273429    
   1.593999     -0.1128387    
   1.601000     -0.1078156    
   1.617000     -9.6067533E-02
   1.641000     -7.7613309E-02
   1.649000     -7.1086988E-02
   1.681000     -4.4560611E-02
   1.687000     -3.9360613E-02
   1.703000     -2.5406484E-02
   1.722000     -8.6421333E-03
   1.734000      2.0146333E-03
   1.762000      2.6894350E-02
   1.765000      2.9539933E-02
   1.781000      4.3620132E-02
   1.803000      6.2690482E-02
   1.813000      7.1107574E-02
   1.828000      8.3519347E-02
   1.845000      9.7150013E-02
   1.860000      0.1086805    
   1.884000      0.1263544    
   1.890000      0.1304284    
   1.906000      0.1410424    
   1.925000      0.1527833    
   1.939000      0.1606402    
   1.963000      0.1730381    
   1.968999      0.1756532    
   1.984000      0.1818789    
   2.004000      0.1890885    
   2.015000      0.1922333    
   2.043000      0.1990672    
   2.047000      0.1996067    
   2.062000      0.2013960    
   2.083000      0.2026474    
   2.093000      0.2024097    
   2.110000      0.2013322    
   2.125000      0.1993816    
   2.149000      0.1948699    
   2.156000      0.1929129    
   2.172000      0.1880225    
   2.190000      0.1814861    
   2.204000      0.1755181    
   2.228000      0.1641648    
   2.236000      0.1597658    
   2.250000      0.1517336    
   2.265000      0.1425348    
   2.281000      0.1320920    
   2.307000      0.1141329    
   2.313000      0.1096524    
   2.328000      9.8280154E-02
   2.345000      8.4968016E-02
   2.359000      7.3682345E-02
   2.392000      4.6586599E-02
   2.392000      4.6586599E-02
   2.406000      3.4724850E-02
   2.434000      1.0903820E-02
   2.437000      8.3559593E-03
   2.453000     -5.2152826E-03
   2.479000     -2.7023010E-02
   2.484000     -3.1100247E-02
   2.500000     -4.4058323E-02
   2.521000     -6.0596276E-02
   2.531000     -6.8124115E-02
   2.562000     -9.0854540E-02
   2.562000     -9.0854540E-02
   2.578000     -0.1015411    
   2.606000     -0.1190903    
   2.609000     -0.1207359    
   2.625000     -0.1293712    
   2.649000     -0.1411215    
   2.656000     -0.1439941    
   2.672000     -0.1501798    
   2.703000     -0.1603816    
   2.703000     -0.1603816    
   2.718000     -0.1635946    
   2.745001     -0.1678126    
   2.750000     -0.1680684    
   2.765000     -0.1685436    
   2.785000     -0.1680080    
   2.797000     -0.1667629    
   2.827000     -0.1622958    
   2.828000     -0.1620365    
   2.843000     -0.1580937    
   2.869000     -0.1498809    
   2.875000     -0.1474565    
